interaction_id,interaction_date,country,region,business_unit,interaction_type,stakeholder_id,employee_id,declared_purpose,duration_minutes
I000255,2024-03-04,Germany,EMEA,Primary Care,Group Meeting,S00237,E00710,Speaker program educational session,53.0
I000256,2025-05-08,Great Britain,EMEA,Oncology,1:1 Meeting,S00920,E00806,Congress meeting and follow-up,36.0
I000257,2025-06-06,IND,APAC,Specialty,1:1 Meeting,S01630,E00294,Advisory board discussion on unmet needs,25.0
I000258,2024-10-02,UK,EMEA,Specialty,Group Meeting,S01795,E00465,Product information discussion (on-label),88.0
I000259,2024-02-19,UK,EMEA,Oncology,Speaker Program,S00342,E00075,Speaker program educational session,74.0
I000260,2025-04-29,IN,APAC,Vaccines,1:1 Meeting,S01690,E00920,Scientific exchange on clinical data,27.0
I000261,2024-03-24,CAN,Americas,Oncology,1:1 Meeting,S01517,E00855,Market access discussion,29.0
I000262,2024-02-25,United States,Americas,Vaccines,1:1 Meeting,S00758,E00691,Congress meeting and follow-up,35.0
I000263,2024-12-25,Germany,EMEA,Oncology,1:1 Meeting,S01156,E00531,Speaker program educational session,35.0
I000264,2024-04-02,CA,Americas,Vaccines,Group Meeting,S01505,E00904,Congress meeting and follow-up,34.0
I000265,2024-02-29,Germany,EMEA,Vaccines,1:1 Meeting,S00997,E00450,Congress meeting and follow-up,25.0
I000266,2025-02-23,India,APAC,Specialty,Speaker Program,S01131,E00859,Discussed topics,124.0
I000267,2024-01-13,United States,Americas,Vaccines,1:1 Meeting,S00578,E00965,Product information discussion (on-label),26.0
I000268,2024-06-14,India,APAC,Vaccines,1:1 Meeting,S00886,E00506,Scientific exchange on clinical data,33.0
I000269,2025-01-17,IND,APAC,Specialty,Group Meeting,S00670,E00161,Training and best practice sharing,77.0
I000270,2024-07-08,FRA,EMEA,Vaccines,1:1 Meeting,S01445,E00814,Market access discussion,45.0
I000271,2025-03-28,IN,APAC,Specialty,Speaker Program,S00771,E00894,Training and best practice sharing,137.0
I000272,2024-05-07,Germany,EMEA,Specialty,1:1 Meeting,S00182,E00974,Product information discussion (on-label),28.0
I000273,2024-08-25,IN,APAC,Vaccines,1:1 Meeting,S00539,E00629,Market access discussion,31.0
I000274,2024-03-05,GB,EMEA,Primary Care,1:1 Meeting,S01004,E00816,Advisory board discussion on unmet needs,28.0
I000275,2024-09-03,Italy,EMEA,Oncology,1:1 Meeting,S01357,E00436,Market access discussion,29.0
I000276,2025-03-14,JP,APAC,Oncology,Group Meeting,S01770,E00501,Advisory board discussion on unmet needs,
I000277,2024-04-15,USA,Americas,Primary Care,1:1 Meeting,S00651,E00422,Speaker program educational session,20.0
I000278,2024-03-29,France,EMEA,Vaccines,1:1 Meeting,S00840,E00227,Congress meeting and follow-up,15.0
I000279,2025-06-13,MEX,Americas,Vaccines,Congress/Conference,S00044,E00822,Training and best practice sharing,167.0
I000280,2025-02-02,US,Americas,Specialty,1:1 Meeting,S00407,E00161,Advisory board discussion on unmet needs,37.0
I000281,2024-04-15,Italy,EMEA,Respiratory,Group Meeting,S00028,E00037,Training and best practice sharing,68.0
I000282,2025-06-08,DEU,EMEA,Vaccines,Advisory Board,S01582,E00705,Market access discussion,58.0
I000283,2024-02-01,UK,EMEA,Vaccines,Speaker Program,S01034,E00740,Congress meeting and follow-up,
I000284,2024-03-22,U.S.,Americas,Respiratory,Group Meeting,S00398,E00852,Scientific exchange on clinical data,77.0
I000285,2024-07-19,DEU,EMEA,Primary Care,Congress/Conference,S01181,E00483,Speaker program educational session,0.0
I000286,2024-07-29,Mexico,Americas,Specialty,1:1 Meeting,S01018,E00746,Advisory board discussion on unmet needs,14.0
I000287,2025-03-19,Italy,EMEA,Specialty,1:1 Meeting,S00977,E00577,Scientific exchange on clinical data,39.0
I000288,2024-01-18,DE,EMEA,Oncology,1:1 Meeting,S00172,E00145,Training and best practice sharing,26.0
I000289,2025-03-14,DEU,EMEA,Primary Care,Group Meeting,S01709,E00155,Speaker program educational session,45.0
I000290,2024-08-11,Japan,APAC,Respiratory,1:1 Meeting,S01336,E00242,Market access discussion,47.0
I000291,2025-05-02,IT,EMEA,Vaccines,1:1 Meeting,S01551,E00014,Scientific exchange on clinical data,32.0
I000292,2024-07-06,BRA,Americas,Respiratory,1:1 Meeting,S01534,E00896,Speaker program educational session,16.0
I000293,2024-09-26,DE,EMEA,Primary Care,1:1 Meeting,S00762,E00578,Congress meeting and follow-up,17.0
I000294,2024-03-12,BR,Americas,Primary Care,1:1 Meeting,S00432,E00959,Advisory board discussion on unmet needs,36.0
I000295,2024-07-05,US,Americas,Oncology,Speaker Program,S00964,E00069,Scientific exchange on clinical data,96.0
I000296,2024-08-07,U.S.,Americas,Respiratory,1:1 Meeting,S00321,E00069,Advisory board discussion on unmet needs,18.0
I000297,2024-02-22,MEX,Americas,Primary Care,1:1 Meeting,S01571,E00413,Congress meeting and follow-up,20.0
I000298,2024-08-24,DEU,EMEA,Specialty,1:1 Meeting,S00210,E00130,Training and best practice sharing,22.0
I000299,2025-02-09,Germany,EMEA,Respiratory,1:1 Meeting,S00970,E00215,Training and best practice sharing,44.0
I000300,2024-09-03,USA,Americas,Vaccines,1:1 Meeting,S00107,E00141,Congress meeting and follow-up,49.0
I000301,2024-03-12,Mexico,Americas,Oncology,Group Meeting,S01447,E00486,Discussed topics,86.0
I000302,2025-06-27,CAN,Americas,Primary Care,Group Meeting,S01721,E00448,Congress meeting and follow-up,48.0
I000303,2025-01-21,France,EMEA,Vaccines,Group Meeting,S01752,E00478,Advisory board discussion on unmet needs,53.0
I000304,2024-12-14,Canada,Americas,Vaccines,Advisory Board,S00740,E00539,Speaker program educational session,226.0
I000305,2024-09-11,Mexico,Americas,Vaccines,1:1 Meeting,S01315,E00491,Scientific exchange on clinical data,56.0
I000306,2025-01-17,GB,EMEA,Oncology,Congress/Conference,S01295,E00466,Training and best practice sharing,215.0
I000307,2025-02-09,United States,Americas,Specialty,1:1 Meeting,S00363,E00892,Product information discussion (on-label),37.0
I000308,2024-10-02,France,EMEA,Respiratory,1:1 Meeting,S01747,E00199,Speaker program educational session,44.0
I000309,2025-05-14,UK,EMEA,Respiratory,Group Meeting,S00751,E00529,Scientific exchange on clinical data,46.0
I000310,2025-04-25,India,APAC,Vaccines,Speaker Program,S00092,E00283,Training and best practice sharing,104.0
I000311,2024-09-29,France,EMEA,Respiratory,1:1 Meeting,S00700,E00478,Scientific exchange on clinical data,19.0
I000312,,IND,APAC,Specialty,1:1 Meeting,S01284,E00989,Product information discussion (on-label),
I000313,2024-10-05,CA,Americas,Primary Care,Group Meeting,S01316,E00966,Scientific exchange on clinical data,40.0
I000314,2025-04-18,US,Americas,Specialty,1:1 Meeting,S00848,E00232,Speaker program educational session,22.0
I000315,2024-04-20,United States of America,Americas,Primary Care,1:1 Meeting,S00715,E00791,Scientific exchange on clinical data,29.0
I000316,2025-05-11,ITA,EMEA,Respiratory,1:1 Meeting,S01439,E00445,Market access discussion,39.0
I000317,2024-06-04,Great Britain,EMEA,Primary Care,Speaker Program,S01584,E00216,Market access discussion,
I000318,2024-01-02,United States,Americas,Respiratory,1:1 Meeting,S01155,E00387,Speaker program educational session,34.0
I000319,2025-05-25,U.S.,Americas,Oncology,1:1 Meeting,S01327,E00925,Advisory board discussion on unmet needs,24.0
I000320,2024-04-03,JPN,APAC,Oncology,1:1 Meeting,S01423,E00446,Congress meeting and follow-up,44.0
I000321,2024-12-03,ITA,EMEA,Vaccines,Congress/Conference,S01797,E00240,Training and best practice sharing,94.0
I000322,2025-04-11,Italy,EMEA,Vaccines,Speaker Program,S00341,E00945,Congress meeting and follow-up,55.0
I000323,2024-05-22,India,APAC,Vaccines,Congress/Conference,S00634,E00812,Scientific exchange on clinical data,120.0
I000324,,GB,EMEA,Primary Care,1:1 Meeting,S00379,E00242,Congress meeting and follow-up,39.0
I000325,2025-04-15,USA,Americas,Specialty,1:1 Meeting,S00965,E00564,Training and best practice sharing,15.0
I000326,2024-11-03,JP,APAC,Vaccines,1:1 Meeting,S00652,E00782,Market access discussion,38.0
I000327,2025-01-01,MX,Americas,Respiratory,Speaker Program,S01001,E00686,Training and best practice sharing,41.0
I000328,2024-05-19,France,EMEA,Vaccines,1:1 Meeting,S01540,E00408,Advisory board discussion on unmet needs,26.0
I000329,2025-04-25,FR,EMEA,Specialty,1:1 Meeting,S00584,E00319,Product information discussion (on-label),
I000330,2024-03-12,India,APAC,Vaccines,1:1 Meeting,S00170,E00355,Scientific exchange on clinical data,30.0
I000331,2024-07-08,MEX,Americas,Oncology,1:1 Meeting,S00024,E00498,Catch-up,39.0
I000332,2024-02-11,United States of America,Americas,Oncology,1:1 Meeting,S01600,E00485,Advisory board discussion on unmet needs,46.0
I000333,2024-05-18,JP,APAC,Vaccines,Speaker Program,S00691,E00971,Market access discussion,150.0
I000334,2025-04-25,US,Americas,Primary Care,Speaker Program,S01778,E00502,Product information discussion (on-label),117.0
I000335,2025-02-19,JPN,APAC,Vaccines,1:1 Meeting,S00367,E00301,Congress meeting and follow-up,41.0
I000336,2025-02-27,U.S.,Americas,Oncology,Advisory Board,S00173,E00548,Speaker program educational session,191.0
I000337,2025-02-10,IND,APAC,Specialty,Group Meeting,S01710,E00955,Meeting,55.0
I000338,2025-05-07,CA,Americas,Vaccines,1:1 Meeting,S01486,E00081,Advisory board discussion on unmet needs,36.0
I000339,2024-07-10,India,APAC,Vaccines,Group Meeting,S00888,E00989,Congress meeting and follow-up,42.0
I000340,2024-08-14,India,APAC,Vaccines,1:1 Meeting,S00969,E00221,Speaker program educational session,28.0
I000341,2025-01-05,MEX,Americas,Specialty,1:1 Meeting,S00559,E00006,Speaker program educational session,27.0
I000342,2024-04-24,FRA,EMEA,Specialty,Advisory Board,S01453,E00333,Product information discussion (on-label),175.0
I000343,2025-03-25,Mexico,Americas,Respiratory,1:1 Meeting,S01143,E00013,Training and best practice sharing,35.0
I000344,2024-09-29,Mexico,Americas,Specialty,1:1 Meeting,S00524,E00413,Congress meeting and follow-up,32.0
I000345,2024-01-06,DEU,EMEA,Respiratory,1:1 Meeting,S00598,E00769,Advisory board discussion on unmet needs,
I000346,2024-04-28,Italy,EMEA,Vaccines,Group Meeting,S00582,E00570,Product information discussion (on-label),84.0
I000347,2024-10-19,US,Americas,Specialty,Advisory Board,S00227,E00585,Product information discussion (on-label),200.0
I000348,2024-08-05,JP,APAC,Oncology,Group Meeting,S00572,E00328,Market access discussion,71.0
I000349,2024-06-25,BR,Americas,Respiratory,1:1 Meeting,S01760,E00414,Training and best practice sharing,39.0
I000350,2025-05-08,United States,Americas,Primary Care,Group Meeting,S01344,E00177,Product information discussion (on-label),90.0
I000351,2024-03-23,IND,APAC,Specialty,1:1 Meeting,S01031,E00083,Advisory board discussion on unmet needs,18.0
I000352,2024-07-28,Brazil,Americas,Vaccines,Congress/Conference,S00047,E00761,Advisory board discussion on unmet needs,66.0
I000353,2025-03-22,Brazil,Americas,Specialty,Speaker Program,S01460,E00944,Discussed topics,46.0
I000354,2024-05-16,India,APAC,Oncology,Congress/Conference,S01632,E00182,Speaker program educational session,110.0
I000355,2025-01-01,DE,EMEA,Vaccines,Speaker Program,S00067,E00699,Scientific exchange on clinical data,100.0
I000356,2025-04-16,Great Britain,EMEA,Respiratory,Speaker Program,S01591,E00622,Market access discussion,
I000357,2025-01-09,United Kingdom,EMEA,Vaccines,1:1 Meeting,S01468,E00950,Advisory board discussion on unmet needs,29.0
I000358,2024-09-06,IN,APAC,Primary Care,1:1 Meeting,S00696,E00146,Market access discussion,35.0
I000359,2025-05-24,United Kingdom,EMEA,Oncology,Group Meeting,S01551,E00267,Speaker program educational session,32.0
I000360,2024-07-29,JPN,APAC,Specialty,1:1 Meeting,S00054,E00227,Market access discussion,38.0
I000361,2024-05-31,France,EMEA,Oncology,1:1 Meeting,S00317,E00762,Speaker program educational session,35.0
I000362,2025-04-08,UK,EMEA,Respiratory,1:1 Meeting,S01197,E00013,Product information discussion (on-label),37.0
I000363,2024-04-22,Canada,Americas,Specialty,1:1 Meeting,S01027,E00322,Training and best practice sharing,20.0
I000364,2024-06-10,BRA,Americas,Oncology,Speaker Program,S00133,E00351,Market access discussion,145.0
I000365,2024-12-16,US,Americas,Oncology,1:1 Meeting,S01308,E00929,Advisory board discussion on unmet needs,43.0
I000366,2024-05-11,India,APAC,Oncology,1:1 Meeting,S00675,E00520,Training and best practice sharing,22.0
I000367,2024-03-27,Italy,EMEA,Respiratory,Advisory Board,S00525,E00817,Market access discussion,140.0
I000368,2024-09-02,United States,Americas,Respiratory,1:1 Meeting,S00569,E00094,Advisory board discussion on unmet needs,26.0
I000369,2025-01-12,DE,EMEA,Specialty,1:1 Meeting,S01191,E00489,Market access discussion,40.0
I000370,2025-04-13,United States,Americas,Vaccines,1:1 Meeting,S00205,E00556,Catch-up,33.0
I000371,2025-03-21,IN,APAC,Oncology,Group Meeting,S00399,E00604,Catch-up,38.0
I000372,2024-05-22,IND,APAC,Primary Care,1:1 Meeting,S01054,E00291,Speaker program educational session,29.0
I000373,2024-09-06,France,EMEA,Oncology,Speaker Program,S01550,E00969,Product information discussion (on-label),103.0
I000374,2024-01-25,Japan,APAC,Primary Care,Speaker Program,S01766,E00454,Scientific exchange on clinical data,69.0
I000375,2024-03-10,France,EMEA,Primary Care,1:1 Meeting,S01087,E00484,Advisory board discussion on unmet needs,27.0
I000376,2024-10-29,JPN,APAC,Specialty,Group Meeting,S01250,E00679,Training and best practice sharing,75.0
I000377,2025-04-15,DE,EMEA,Primary Care,1:1 Meeting,S01754,E00855,Market access discussion,35.0
I000378,2024-07-10,IT,EMEA,Oncology,Group Meeting,S00012,E00781,Advisory board discussion on unmet needs,64.0
I000379,2024-08-29,USA,Americas,Specialty,Advisory Board,S01468,E00263,Speaker program educational session,221.0
I000380,2025-05-17,Japan,APAC,Respiratory,1:1 Meeting,S01754,E00281,Market access discussion,30.0
I000381,2024-07-21,JP,APAC,Oncology,1:1 Meeting,S01447,E00499,Business discussion,28.0
I000382,2024-08-24,Mexico,Americas,Oncology,Group Meeting,S00228,E00484,Product information discussion (on-label),61.0
I000383,2024-11-06,MEX,Americas,Respiratory,Advisory Board,S00181,E00449,Congress meeting and follow-up,133.0
I000384,2024-07-15,USA,Americas,Vaccines,Group Meeting,S01433,E00729,Market access discussion,54.0
I000385,2025-05-28,FRA,EMEA,Specialty,1:1 Meeting,S00683,E00204,Scientific exchange on clinical data,34.0
I000386,2025-03-20,Italy,EMEA,Oncology,Group Meeting,S01635,E00050,Congress meeting and follow-up,103.0
I000387,2025-03-13,CAN,Americas,Primary Care,Group Meeting,S01008,E00290,Congress meeting and follow-up,88.0
I000388,2025-05-09,US,Americas,Respiratory,Group Meeting,S00180,E00588,Training and best practice sharing,52.0
I000389,2024-09-03,Brazil,Americas,Specialty,1:1 Meeting,S00150,E00187,Training and best practice sharing,14.0
I000390,2024-04-20,IT,EMEA,Primary Care,Speaker Program,S01697,E00400,Advisory board discussion on unmet needs,93.0
I000391,2025-01-19,MX,Americas,Specialty,Group Meeting,S01177,E00948,Training and best practice sharing,70.0
I000392,2025-03-01,USA,Americas,Vaccines,1:1 Meeting,S01730,E00041,Speaker program educational session,13.0
I000393,2025-02-08,DE,EMEA,Specialty,1:1 Meeting,S00556,E00239,Product information discussion (on-label),27.0
I000394,2024-07-26,United States of America,Americas,Specialty,1:1 Meeting,S00916,E00450,Scientific exchange on clinical data,31.0
I000395,2024-01-08,UK,EMEA,Respiratory,Speaker Program,S01550,E00215,Speaker program educational session,52.0
I000396,2024-06-14,Canada,Americas,Respiratory,1:1 Meeting,S00523,E00521,Product information discussion (on-label),
I000397,2025-05-10,FR,EMEA,Primary Care,Group Meeting,S00890,E00969,Market access discussion,85.0
I000398,2024-12-31,U.S.,Americas,Primary Care,Group Meeting,S00663,E00047,Advisory board discussion on unmet needs,58.0
I000399,2025-06-09,JPN,APAC,Vaccines,1:1 Meeting,S00430,E00888,Product information discussion (on-label),42.0
I000400,2025-05-23,CA,Americas,Specialty,1:1 Meeting,S00225,E00806,Training and best practice sharing,25.0
I000401,2024-09-25,United States of America,Americas,Vaccines,1:1 Meeting,S00964,E00036,Training and best practice sharing,10.0
I000402,2024-02-29,United States of America,Americas,Vaccines,Speaker Program,S00457,E00095,Product information discussion (on-label),77.0
I000403,2024-01-06,ITA,EMEA,Respiratory,Group Meeting,S00002,E00319,Congress meeting and follow-up,48.0
I000404,2025-02-10,India,APAC,Vaccines,1:1 Meeting,S01534,E00852,Advisory board discussion on unmet needs,32.0
I000405,2024-08-04,IND,APAC,Oncology,1:1 Meeting,S01260,E00108,Market access discussion,36.0
I000406,2025-06-15,Mexico,Americas,Respiratory,1:1 Meeting,S00547,E00779,Market access discussion,31.0
I000407,2025-01-24,IN,APAC,Oncology,1:1 Meeting,S01627,E00203,Advisory board discussion on unmet needs,34.0
I000408,2024-05-25,US,Americas,Oncology,1:1 Meeting,S00705,E00193,Advisory board discussion on unmet needs,19.0
I000409,2025-01-22,MX,Americas,Vaccines,Group Meeting,S01343,E00787,Speaker program educational session,96.0
I000410,2024-01-13,JPN,APAC,Oncology,1:1 Meeting,S01369,E00877,,35.0
I000411,2025-01-18,United States,Americas,Specialty,Congress/Conference,S01700,E00114,Product information discussion (on-label),123.0
I000412,2025-05-05,CAN,Americas,Respiratory,Advisory Board,S01680,E00964,,78.0
I000413,2025-02-22,IND,APAC,Respiratory,1:1 Meeting,S00311,E00577,Advisory board discussion on unmet needs,27.0
I000414,2024-05-01,United States of America,Americas,Specialty,Speaker Program,S00340,E00651,Advisory board discussion on unmet needs,70.0
I000415,2025-03-07,IT,EMEA,Specialty,1:1 Meeting,S00821,E00304,Speaker program educational session,28.0
I000416,2025-01-15,U.S.,Americas,Primary Care,1:1 Meeting,S01369,E00320,Catch-up,26.0
