spend_id,interaction_id,spend_category,amount_local,currency,amount_usd,payment_date
P000441,I006204,Meals,44.15,MXN,2.56,2025-06-16
P000442,I001604,Meals,175.77,JPY,1.18,2025-04-26
P000443,I003452,Travel,100.32,INR,1.2,2024-02-17
P000444,I003954,Meals,123.78,EUR,134.92,2024-09-11
P000445,I002097,Venue/AV,2260.68,BRL,452.14,2025-06-20
P000446,I004173,Lodging,601.59,EUR,655.73,2024-05-22
P000447,I002879,Honoraria,1033.93,USD,1033.93,2024-04-26
P000448,I002966,Lodging,616.52,INR,7.4,2025-06-07
P000449,I003586,Meals,110.94,INR,1.33,2024-04-22
P000450,I004096,Travel,466.12,JPY,3.12,2024-04-18
P000451,I001963,Travel,617.7,INR,7.41,2025-04-12
P000452,I000421,Meals,45.51,INR,0.55,2024-07-12
P000453,I005454,Meals,62.05,BRL,12.41,2025-06-28
P000454,I005770,Meals,35.7,EUR,38.91,2024-04-22
P000455,I004160,Lodging,384.01,EUR,418.57,2024-05-06
P000456,I002073,Meals,28.84,EUR,31.44,2025-04-22
P000457,I005661,Travel,193.46,MXN,11.22,2024-06-08
P000458,I003652,Venue/AV,6291.63,CAD,4655.81,2024-10-03
P000459,I006509,Honoraria,808.94,cad,598.62,2025-01-18
P000460,I006790,Meals,182.06,GBP,231.22,2025-06-28
P000461,I003389,Meals,135.89,GBP,172.58,2024-04-09
P000462,I002501,Lodging,557.8,BRL,111.56,2024-11-05
P000463,I003278,Honoraria,1317.57,BRL,263.51,2025-06-04
P000464,I001775,Meals,28.5,EUR,31.07,2024-05-10
P000465,I001835,Meals,166.67,BRL,33.33,2024-11-01
P000466,I006027,Venue/AV,1384.02,INR,16.61,2024-10-24
P000467,I005070,Travel,254.37,GBP,323.05,2024-10-24
P000468,I004923,Meals,125.99,GBP,160.01,2024-10-28
P000469,I006239,Meals,32.35,MXN,1.88,2024-12-22
P000470,I000873,Meals,93.17,CAD,68.95,2025-08-02
P000471,I004595,Meals,137.36,EUR,149.72,2024-07-10
P000472,I002615,Meals,35.58,USD,35.58,2024-11-20
P000473,I005329,Travel,1039.75,JPY,6.97,2024-05-25
P000474,I004665,Travel,368.81,JPY,2.47,2024-08-12
P000475,I001302,Honoraria,2450.45,EUR,2670.99,2025-05-05
P000476,I000652,Meals,140.35,CAD,103.86,2025-04-04
P000477,I005581,Meals,197.9,BRL,39.58,2024-12-22
P000478,I006733,Meals,68.32,JPY,0.46,2024-07-14
P000479,I003707,Honoraria,2375.17,EUR,2588.94,2024-11-29
P000480,I001759,Travel,287.07,JPY,1.92,2025-04-10
P000481,I005281,Travel,526.64,BRL,105.33,2024-10-19
P000482,I000445,Honoraria,1006.14,USD,1006.14,2024-04-09
P000483,I000860,Travel,406.77,INR,4.88,2025-03-28
P000484,I003837,Meals,107.76,MXN,,2025-02-23
P000485,I005388,Meals,104.67,EUR,114.09,2024-01-20
P000486,I003883,Honoraria,5298.16,EUR,5774.99,2024-06-28
P000487,I006943,Travel,243.62,INR,2.92,2025-01-29
P000488,I003860,Meals,84.22,INR,1.01,2025-02-05
P000489,I004730,Travel,216.18,CAD,159.97,2024-06-27
P000490,I001681,Venue/AV,2843.37,BRL,568.67,2024-10-17
P000491,I006145,Meals,47.14,CAD,34.88,2024-03-11
P000492,I000259,Meals,63.87,GBP,81.11,2024-02-19
P000493,I005327,Meals,33.19,USD,33.19,2025-01-03
P000494,I003665,Honoraria,1282.24,INR,15.39,2024-05-26
P000495,I002852,Travel,490.9,USD,490.9,2024-12-09
P000496,I006869,Venue/AV,3557.21,USD,3557.21,2024-04-22
P000497,I006405,Honoraria,1045.52,EUR,1139.62,2025-05-17
P000498,I005645,Meals,131.48,INR,1.58,2025-02-21
P000499,I003345,Travel,124.09,EUR,135.26,2024-11-14
P000500,I001761,Honoraria,738.41,EUR,804.87,2024-05-23
P000501,I006789,Meals,59.02,USD,59.02,2025-06-10
P000502,I006080,Lodging,911.08,JPY,6.1,2024-07-30
P000503,I003783,Honoraria,1679.51,gbp,2132.98,2024-10-02
P000504,I002417,Meals,115.5,JPY,0.77,2024-04-26
P000505,I004928,Meals,110.84,BRL,22.17,2025-05-15
P000506,I003845,Travel,369.15,EUR,402.37,2025-07-10
P000507,I003196,Honoraria,774.56,USD,774.56,2024-03-24
P000508,I002802,Meals,113.51,BRL,22.7,2024-12-31
P000509,I004085,Meals,78.23,INR,0.94,2025-04-10
P000510,I003757,Travel,85.55,USD,85.55,2025-02-21
P000511,I003081,Honoraria,2401.69,GBP,3050.15,2025-04-03
P000512,I002850,Meals,51.01,INR,0.61,2024-06-25
P000513,I004650,Lodging,502.49,GBP,638.16,2024-07-14
P000514,I000505,Honoraria,1269.5,USD,1269.5,2025-06-18
P000515,I001367,Meals,152.27,JPY,1.02,2024-05-04
P000516,I004704,Venue/AV,2511.15,CAD,1858.25,2025-03-11
P000517,I000134,Lodging,340.4,MXN,19.74,2024-11-17
P000518,I000024,Honoraria,1676.98,EUR,1827.91,2024-04-18
P000519,I006810,Meals,84.28,INR,1.01,2024-05-25
P000520,I004334,Honoraria,1286.81,USD,1286.81,2025-04-13
P000521,I006697,Lodging,821.55,BRL,164.31,2025-06-01
P000522,I006082,Travel,581.4,CAD,430.24,2025-02-14
P000523,I003224,Meals,165.62,BRL,33.12,2024-02-26
P000524,I006313,Honoraria,1330.78,CAD,984.78,2024-02-25
P000525,I000604,Meals,99.22,INR,1.19,2024-06-20
P000526,I005345,Travel,498.56,MXN,28.92,2024-05-30
P000527,I002331,Travel,272.74,EUR,297.29,2025-05-17
P000528,I002746,Travel,309.6,MXN,17.96,2024-03-08
P000529,I002547,Lodging,162.67,USD,162.67,2024-06-30
P000530,I004642,Meals,33.79,EUR,36.83,2024-01-15
P000531,I000682,Honoraria,595.12,MXN,34.52,2024-11-07
P000532,I001387,Travel,618.87,MXN,35.89,2024-10-05
P000533,I006689,Travel,437.34,EUR,476.7,2024-06-13
P000534,I000793,Travel,97.63,INR,1.17,2025-06-11
P000535,I005764,Meals,28.71,MXN,1.67,2024-11-11
P000536,I003257,Meals,48.9,INR,0.59,2024-11-04
P000537,I002155,Honoraria,449.96,EUR,490.46,2025-03-07
P000538,I004735,Meals,34.27,INR,0.41,2025/06/27
P000539,I008769,Lodging,501.56,MXN,29.09,2024-02-22
P000540,I005158,Meals,108.92,MXN,6.32,2024-08-26
P000541,I005980,Meals,69.61,BRL,13.92,2024-05-22
P000542,I005607,Travel,204.43,eur,222.83,2024-07-01
P000543,I006757,Travel,221.29,EUR,241.21,2025-01-17
P000544,I005690,Lodging,176.64,INR,2.12,2024-02-18
P000545,I002391,Meals,51.27,INR,0.62,2024-10-19
P000546,I004049,Travel,209.79,EUR,228.67,2024-03-19
P000547,I003802,Meals,90.18,MXN,,2024-02-27
P000548,I004337,Travel,272.06,EUR,296.55,2024-12-09
P000549,I004130,Venue/AV,1732.17,JPY,11.61,2025-03-01
P000550,I005029,Meals,77.67,INR,0.93,2025-06-25
P000551,I000651,Lodging,470.0,MXN,27.26,2024-08-29
P000552,I003613,Meals,62.71,CAD,46.41,2025-06-14
P000553,I006809,Honoraria,899.35,GBP,1142.17,2025-02-08
P000554,I001970,Meals,118.57,BRL,23.71,2024-05-21
P000555,I000499,Travel,129.08,EUR,140.7,2025-01-06
P000556,I004566,Lodging,226.55,CAD,167.65,2024-06-11
P000557,I002756,Meals,68.2,GBP,86.61,2025-06-02
P000558,I001763,Honoraria,2159.89,INR,25.92,2025-03-17
P000559,I004212,Travel,269.69,GBP,342.51,2024-11-03
P000560,I001904,Lodging,252.77,INR,3.03,2025-05-09
P000561,I004725,Honoraria,2514.7,CAD,1860.88,2024-12-13
P000562,I000078,Lodging,141.75,CAD,104.89,2024-10-30
P000563,I001695,Travel,534.8,USD,534.8,2025-02-13
P000564,I001536,Venue/AV,785.68,JPY,5.26,2024-08-22
P000565,I004925,Venue/AV,4109.94,GBP,5219.62,2024-02-14
P000566,I001769,Travel,515.84,EUR,,2025-02-19
P000567,I000512,Travel,167.42,EUR,182.49,2024-03-12
P000568,I001914,Travel,290.44,INR,3.49,2024-10-08
P000569,I004444,Meals,50.89,BRL,10.18,2024-11-28
P000570,I002322,Honoraria,682.43,GBP,866.69,2024-03-12
P000571,I001987,Honoraria,3609.86,JPY,24.19,2024-06-01
P000572,I000115,Meals,144.82,JPY,0.97,2024-09-17
P000573,I000962,Travel,383.25,MXN,22.23,2024-01-19
P000574,I004894,Honoraria,3333.98,eur,3634.04,2024-01-22
P000575,I004475,Travel,408.42,CAD,302.23,2024-08-15
P000576,I004964,Travel,392.5,EUR,427.83,2024-11-08
P000577,I002653,Lodging,505.79,EUR,551.31,2024/07/01
P000578,I006345,Travel,308.57,INR,3.7,2024-07-05
P000579,I003976,Meals,109.87,EUR,119.76,2024-08-31
P000580,I000844,Meals,74.18,EUR,80.86,2024-10-23
P000581,I002139,Honoraria,694.3,JPY,4.65,2024-04-08
P000582,I001011,Travel,92.85,BRL,18.57,2024-01-25
P000583,I002892,Travel,694.63,JPY,4.65,2025-02-24
P000584,I001776,Meals,65.11,INR,0.78,2024-10-01
P000585,I005594,Travel,224.97,GBP,285.71,2024-05-29
P000586,I002103,Meals,78.01,EUR,,2025-01-08
P000587,I006799,Venue/AV,1820.45,JPY,12.2,2024-10-22
P000588,I006785,Meals,35.58,JPY,0.24,2024-04-30
P000589,I006471,Meals,112.41,INR,1.35,2025-03-20
P000590,I008239,Meals,37.81,USD,37.81,2024-04-18
P000591,I006872,Travel,164.25,EUR,179.03,2024-11-23
P000592,I001329,Venue/AV,3772.58,EUR,4112.11,2024-08-04
P000593,I005897,Meals,187.9,EUR,204.81,2024-03-10
P000594,I002670,Meals,65.07,CAD,48.15,2025-01-03
P000595,I000383,Travel,166.88,MXN,9.68,2024-12-17
P000596,I003211,Meals,31.12,EUR,33.92,2024-08-28
P000597,I002104,Honoraria,558.99,MXN,32.42,2025-01-28
P000598,I002724,Meals,114.16,CAD,,2024-09-10
P000599,I002558,Meals,52.98,EUR,57.75,2025-08-02
P000600,I001832,Meals,106.39,INR,1.28,2024-11-14
P000601,I006890,Meals,158.51,JPY,1.06,2024-09-04
P000602,I002121,Travel,444.41,GBP,564.4,2024-03-28
P000603,I001752,Meals,64.16,USD,64.16,2025-07-18
P000604,I005592,Meals,55.8,JPY,0.37,2025-07-07
P000605,I002426,Honoraria,1160.71,USD,1160.71,2024-11-19
P000606,I005346,Meals,68.06,BRL,13.61,2024-10-12
P000607,I000440,Meals,216.73,BRL,43.35,2025-06-05
P000608,I005139,Meals,146.3,MXN,8.49,2024-02-07
P000609,I003518,Travel,247.05,CAD,182.82,2024-04-03
P000610,I003967,Meals,69.82,JPY,0.47,2025-01-23
P000611,I003580,Meals,49.65,EUR,54.12,2024-05-04
P000612,I001609,Honoraria,1528.07,gbp,1940.65,2025-07-29
P000613,I002270,Travel,163.84,GBP,208.08,2025-05-05
P000614,I005826,Meals,143.85,INR,1.73,2025-04-26
P000615,I001866,Travel,1043.64,EUR,1137.57,2025-04-01
P000616,I004408,Honoraria,778.0,MXN,45.12,2025-03-17
P000617,I000869,Meals,119.49,USD,119.49,2024-07-14
P000618,I001350,Meals,52.57,EUR,57.3,2025-05-18
P000619,I000326,Honoraria,947.41,JPY,6.35,2024-11-03
P000620,I000353,Travel,586.25,CAD,433.82,2025-04-28
P000621,I002044,Honoraria,1172.69,JPY,7.86,2025-04-18
P000622,I001009,Meals,58.91,INR,0.71,2025-03-30
P000623,I003766,Travel,778.47,GBP,988.66,2024-02-13
P000624,I006193,Venue/AV,1999.11,INR,23.99,2024-07-16
P000625,I002650,Travel,558.16,CAD,413.04,2024-07-21
P000626,I004273,Meals,156.99,CAD,116.17,2024-07-13
P000627,I003498,Meals,129.94,BRL,25.99,2024-09-13
P000628,I003672,Travel,496.29,BRL,99.26,2025-05-03
P000629,I005452,Honoraria,785.89,EUR,856.62,2024-11-17
P000630,I000104,Meals,84.88,CAD,62.81,2024-03-18
P000631,I001247,Travel,272.07,GBP,345.53,2024-09-05
P000632,I000932,Meals,53.3,EUR,58.1,2024-12-11
P000633,I004547,Meals,90.32,EUR,98.45,2024-06-14
P000634,I003159,Honoraria,641.3,JPY,4.3,2024-08-28
P000635,I005890,Lodging,357.8,CAD,264.77,2025-04-02
P000636,I006029,Meals,62.54,USD,62.54,2024-07-26
P000637,I004559,Lodging,418.64,GBP,531.67,2025-06-30
P000638,I005765,Meals,86.18,CAD,63.77,2024-11-14
P000639,I006357,Meals,99.36,USD,99.36,2025-06-25
P000640,I002730,Meals,57.57,CAD,42.6,2024-06-25
P000641,I005145,Travel,381.63,EUR,415.98,2024-11-26
P000642,I002398,Lodging,779.92,INR,9.36,2025-02-18
P000643,I005608,Meals,161.38,EUR,175.9,2024-09-26
P000644,I004312,Lodging,469.98,EUR,512.28,2025-03-31
P000645,I000410,Travel,300.95,JPY,2.02,2024-01-28
P000646,I006118,Honoraria,1033.45,EUR,1126.46,2024-06-22
P000647,I000438,Meals,49.41,USD,49.41,2025-03-27
P000648,I003234,Venue/AV,3179.49,EUR,,2024-11-18
P000649,I005203,Meals,37.08,EUR,40.42,2024-03-06
P000650,I005968,Lodging,384.15,mxn,22.28,2024-07-19
P000651,I002084,Lodging,284.55,BRL,56.91,2024-10-17
P000652,I000767,Honoraria,1388.64,BRL,277.73,2024-05-24
P000653,I004892,Venue/AV,1205.8,BRL,241.16,2024-07-07
P000654,I004442,Travel,305.64,USD,305.64,2024-11-29
P000655,I003977,Meals,70.68,JPY,0.47,2025-02-18
P000656,I006894,Meals,86.02,EUR,93.76,2024-07-17
P000657,I004584,Travel,222.03,USD,222.03,2025-03-19
P000658,I001460,Meals,150.97,BRL,30.19,2025-07-01
P000659,I003603,Meals,85.76,INR,1.03,2025-05-13
P000660,I001778,Travel,369.88,MXN,21.45,2025-04-06
P000661,I001891,Meals,85.66,JPY,0.57,2024-10-03
P000662,I001306,Meals,71.04,MXN,4.12,2025-05-24
P000663,I001705,Honoraria,339.36,USD,339.36,2025-02-09
P000664,I000799,Meals,35.62,INR,0.43,2025-04-18
P000665,I006957,Meals,100.59,MXN,5.83,2024-02-29
P000666,I004920,Meals,106.08,USD,106.08,2025-04-14
P000667,I006126,Meals,85.89,MXN,4.98,2024-05-01
P000668,I000465,Meals,120.19,EUR,131.01,2024-11-04
P000669,I006375,Meals,61.65,USD,61.65,2025-06-08
P000670,I003075,Honoraria,1099.76,MXN,63.79,2024-07-30
P000671,I006653,Honoraria,1066.36,EUR,1162.33,2025-03-26
P000672,I001803,Meals,31.9,MXN,1.85,2024-06-02
P000673,I006609,Honoraria,1688.44,EUR,1840.4,2024-02-01
P000674,I005067,Meals,43.38,GBP,,2025-03-24
P000675,I007745,Meals,57.54,BRL,11.51,2025-04-05
P000676,I005595,Lodging,697.1,USD,697.1,2025-04-24
P000677,I003824,Lodging,211.93,BRL,42.39,2024-03-30
P000678,I003323,Meals,27.25,JPY,0.18,2024-11-18
P000679,I006301,Meals,152.24,EUR,165.94,2024-07-08
P000680,I011804,Travel,1182.62,CAD,875.14,2025-01-10
P000681,I004796,Meals,42.75,MXN,2.48,2024-07-31
P000682,I003494,Travel,257.61,JPY,1.73,2024-12-12
P000683,I001187,Lodging,792.9,JPY,5.31,2024-05-31
P000684,I003012,Meals,129.44,EUR,141.09,2024-02-16
P000685,I005695,Venue/AV,4070.18,EUR,4436.5,2024-08-02
P000686,I001600,Lodging,276.98,JPY,1.86,2025-06-18
P000687,I005509,Meals,236.74,EUR,258.05,2025-03-13
P000688,I005311,Travel,389.59,USD,389.59,2024-11-03
P000689,I006681,Meals,135.49,EUR,,2025-06-06
P000690,I004493,Travel,319.96,MXN,18.56,2024-05-22
P000691,I006274,Meals,85.23,EUR,92.9,2025-01-11
P000692,I003532,Lodging,332.5,CAD,246.05,2024-02-12
P000693,I004720,Meals,57.5,MXN,3.33,2025-07-11
P000694,I005326,Travel,580.54,EUR,632.79,2024-06-08
P000695,I006172,Meals,56.9,USD,56.9,2025-07-14
P000696,I005246,Travel,355.0,JPY,2.38,2025-04-10
P000697,I006042,Meals,47.2,EUR,51.45,2024-03-27
P000698,I006949,Honoraria,732.57,EUR,798.5,2025-04-01
P000699,I000716,Venue/AV,591.0,MXN,34.28,2025-04-16
P000700,I006448,Venue/AV,1805.54,BRL,361.11,2024-12-27
P000701,I001150,Honoraria,1453.24,JPY,9.74,2025-01-16
P000702,I005014,Honoraria,3452.72,INR,41.43,2024-12-06
P000703,I006511,Meals,72.13,MXN,4.18,2024-08-13
P000704,I003373,Meals,67.03,INR,0.8,2024-09-24
P000705,I004984,Meals,79.63,JPY,0.53,2024-04-25
P000706,I003614,Meals,70.11,JPY,,2024-12-25
P000707,I004504,Travel,290.01,USD,290.01,2025-06-25
P000708,I000125,Travel,497.6,BRL,99.52,2024-05-27
P000709,I005019,Honoraria,684.04,JPY,4.58,2025-05-12
P000710,I005946,Meals,78.68,EUR,85.76,2024-12-17
P000711,I005616,Venue/AV,2398.74,CAD,1775.07,2024-01-26
P000712,I004459,Lodging,732.15,EUR,798.04,2024-10-06
P000713,I005129,Honoraria,1047.13,CAD,774.88,2024-12-09
P000714,I004414,Meals,75.25,CAD,55.69,2025-01-17
P000715,I004775,Meals,133.68,BRL,26.74,2024-11-24
P000716,I004118,Travel,282.11,MXN,16.36,2025-06-30
P000717,I000605,Honoraria,1429.66,EUR,1558.33,2025-06-07
P000718,I003777,Honoraria,1160.51,INR,13.93,2025-03-09
P000719,I004888,Lodging,342.19,INR,4.11,2024/05/14
P000720,I004433,Lodging,365.68,INR,4.39,2025-01-06
P000721,I003457,Travel,695.08,EUR,757.64,2024-02-13
P000722,I005471,Meals,39.82,EUR,43.4,2024-08-21
P000723,I005290,Honoraria,1181.79,GBP,1500.87,2024-06-18
P000724,I002294,Travel,726.02,JPY,4.86,2025-07-01
P000725,I003794,Meals,40.09,USD,40.09,2025-02-24
P000726,I003000,Travel,283.44,MXN,16.44,2024-02-21
P000727,I002017,Honoraria,2492.48,EUR,2716.8,2024-07-31
P000728,I002561,Lodging,319.79,CAD,236.64,2024-10-28
P000729,I000061,Travel,276.03,EUR,300.87,2024-11-23
P000730,I001193,Honoraria,1529.85,JPY,10.25,2024-07-27
P000731,I000673,Travel,216.17,USD,216.17,2025-01-24
P000732,I003600,Meals,59.7,BRL,11.94,2024-04-02
P000733,I006323,Honoraria,2481.28,EUR,2704.6,2024-03-31
P000734,I002914,Meals,107.61,BRL,,2024-10-01
P000735,I002901,Lodging,407.39,EUR,444.06,2024-07-05
P000736,I002393,Travel,253.47,USD,253.47,2024-04-18
P000737,I002205,Honoraria,1920.87,INR,23.05,2024-12-12
P000738,I002246,Lodging,385.76,JPY,2.58,2025-05-28
P000739,I004106,Meals,104.23,EUR,113.61,2024-07-26
P000740,I000501,Travel,300.4,INR,,2025-02-17
P000741,I003017,Travel,262.16,INR,3.15,2024-10-27
P000742,I003802,Travel,214.6,USD,214.6,2024-03-23
P000743,I006056,Meals,269.13,INR,3.23,2025-03-13
P000744,I001198,Venue/AV,1235.11,EUR,1346.27,2024-02-16
P000745,I005163,Lodging,441.84,JPY,2.96,2024-01-18
P000746,I001064,Lodging,944.01,GBP,1198.89,2025-02-02
P000747,I006335,Lodging,251.17,CAD,185.87,2024-10-03
P000748,I001095,Meals,154.63,GBP,196.38,2025-03-26
P000749,I005169,Honoraria,500.5,EUR,545.55,2024-08-05
P000750,I004898,Meals,81.73,EUR,89.09,2024-06-12
P000751,I000267,Meals,85.22,BRL,17.04,2024-02-06
P000752,I003410,Meals,40.24,EUR,43.86,2025-03-11
P000753,I005379,Honoraria,650.85,GBP,826.58,2025-05-15
P000754,I001246,Meals,77.85,EUR,84.86,2024-09-30
P000755,I004425,Meals,23.63,EUR,25.76,2024-06-13
P000756,I000424,Meals,106.25,BRL,21.25,2024-07-28
P000757,I001665,Lodging,638.72,BRL,127.74,2024-09-25
P000758,I001334,Meals,153.24,USD,153.24,2024-09-05
P000759,I002079,Meals,83.82,MXN,4.86,2025-02-27
P000760,I003223,Travel,678.1,JPY,4.54,2024-10-28
P000761,I001797,Meals,40.21,EUR,43.83,2025-02-09
P000762,I006734,Honoraria,921.92,EUR,1004.89,2024-10-02
P000763,I003210,Meals,79.42,GBP,,2024-11-08
P000764,I004295,Meals,115.31,USD,115.31,2024-10-28
P000765,I006655,Honoraria,673.89,JPY,4.52,2025-05-07
P000766,I006236,Meals,52.22,CAD,38.64,2025-04-07
P000767,I004724,Meals,91.46,INR,1.1,2025-03-20
P000768,I001210,Honoraria,1684.46,EUR,1836.06,2025-03-27
P000769,I003322,Meals,254.98,MXN,14.79,2024-01-31
P000770,I004776,Honoraria,657.1,EUR,716.24,2024-06-28
P000771,I000386,Meals,53.47,EUR,58.28,2025-04-27
P000772,I002091,Lodging,260.65,INR,3.13,2024-12-11
P000773,I002916,Lodging,229.09,GBP,290.94,2025-06-05
P000774,I005367,Meals,53.55,JPY,0.36,2024-12-14
P000775,I005300,Venue/AV,1159.39,GBP,1472.43,2024-06-18
P000776,I000076,Lodging,338.87,EUR,369.37,2024-12-05
P000777,I008969,Meals,67.06,GBP,85.17,2024-04-29
P000778,I003257,Travel,308.25,JPY,2.07,2024-11-27
P000779,I003842,Meals,133.11,EUR,145.09,2024-12-29
P000780,I005331,Travel,474.17,INR,5.69,2025-03-15
P000781,I004774,Meals,75.78,EUR,82.6,2024-03-18
P000782,I003791,Honoraria,4079.36,EUR,4446.5,2025-06-02
P000783,I006692,Meals,126.17,BRL,25.23,2024-10-15
P000784,I004191,Meals,67.19,INR,0.81,2024-01-28
P000785,I005723,Lodging,246.27,CAD,182.24,2025-04-01
P000786,I005962,Honoraria,4438.11,EUR,4837.54,2024-02-21
P000787,I001706,Travel,225.82,MXN,13.1,2024-09-14
P000788,I006494,Meals,72.57,EUR,79.1,2025-05-21
P000789,I000300,Travel,451.84,MXN,26.21,2024-10-04
P000790,I003062,Meals,229.16,MXN,13.29,2025-01-06
P000791,I002093,Honoraria,1418.76,JPY,9.51,2025-06-25
P000792,I002155,Honoraria,328.43,EUR,357.99,2025-02-19
P000793,I005743,Honoraria,1115.82,GBP,1417.09,2024-07-19
P000794,I004214,Honoraria,1548.75,JPY,10.38,2024-05-21
P000795,I004019,Lodging,464.53,BRL,92.91,2024-11-23
P000796,I006768,Honoraria,3663.23,MXN,212.47,2025-02-17
P000797,I004954,Meals,278.96,MXN,16.18,2024-09-20
P000798,I005323,Honoraria,1050.35,USD,1050.35,2024-04-28
P000799,I002655,Venue/AV,1116.88,EUR,1217.4,2024-02-17
P000800,I003853,Meals,84.86,USD,84.86,2024-09-07
P000801,I004558,Travel,267.47,CAD,197.93,2024-07-02
P000802,I001628,Honoraria,1031.5,MXN,59.83,2025-05-11
P000803,I001091,Travel,92.24,USD,92.24,2024-11-20
P000804,I004992,Honoraria,349.03,JPY,2.34,2024-08-05
P000805,I002139,Meals,71.15,JPY,0.48,2024-04-20
P000806,I003830,Meals,37.82,JPY,0.25,2024-10-31
P000807,I005039,Meals,64.35,MXN,3.73,2024-06-11
P000808,I004308,Meals,59.17,JPY,0.4,2025-02-27
P000809,I004715,Travel,227.81,MXN,13.21,2024-05-04
P000810,I000160,Lodging,663.53,EUR,723.25,2024-09-06
P000811,I005129,Lodging,656.98,MXN,38.1,2025-01-11
P000812,I003768,Meals,48.86,GBP,62.05,2024-09-01
P000813,I000769,Meals,73.65,USD,73.65,2025-01-08
P000814,I002726,Travel,295.58,JPY,1.98,2024-02-24
P000815,I005356,Honoraria,2319.04,CAD,1716.09,2024-03-29
P000816,I006794,Meals,189.38,GBP,240.51,2024-04-20
P000817,I001727,Meals,66.69,CAD,49.35,2024-04-11
P000818,I002853,Lodging,309.67,GBP,393.28,2024-10-03
P000819,I005271,Travel,154.78,MXN,8.98,2025-03-19
P000820,I004349,Honoraria,640.99,BRL,128.2,2024-11-19
P000821,I000561,Meals,107.68,EUR,117.37,2024-11-07
P000822,I002194,Travel,243.27,BRL,48.65,2024-04-05
P000823,I000744,Meals,111.7,MXN,6.48,2025-05-26
P000824,I002990,Meals,80.07,EUR,87.28,2024-04-10
P000825,I001238,Venue/AV,3392.69,INR,40.71,2025-03-12
P000826,I006357,Travel,513.22,mxn,29.77,2025-06-19
P000827,I006132,Meals,205.57,BRL,41.11,2025-01-11
P000828,I004821,Honoraria,665.01,CAD,492.11,2025-01-25
P000829,I006403,Meals,90.86,JPY,0.61,2025-04-20
P000830,I005853,Honoraria,1187.21,USD,1187.21,2024-02-05
P000831,I009034,Meals,132.68,EUR,144.62,2024-07-16
P000832,I001727,Travel,535.22,BRL,107.04,2024-04-28
P000833,I000777,Meals,34.87,CAD,25.8,2025-01-05
P000834,I001653,Meals,68.28,CAD,50.53,2024-04-24
P000835,I002030,Lodging,663.21,EUR,722.9,2024-07-07
P000836,I006027,Honoraria,1073.81,JPY,7.19,2024-10-04
P000837,I002342,Meals,71.39,MXN,4.14,2025-06-12
P000838,I001859,Lodging,332.98,EUR,362.95,2024-12-12
P000839,I003114,Meals,61.07,EUR,66.57,2024-05-04
P000840,I004571,Meals,58.91,eur,,2024-10-16
P000841,I000794,Meals,114.61,BRL,22.92,2024-09-06
P000842,I004239,Lodging,971.17,EUR,1058.58,2024-09-15
P000843,I005458,Meals,109.33,BRL,21.87,2024-08-04
P000844,I000952,Meals,96.22,USD,96.22,2025-02-05
P000845,I006614,Meals,235.72,CAD,174.43,2025-05-30
P000846,I004830,Meals,78.11,EUR,85.14,2024-02-12
P000847,I005192,Meals,106.5,GBP,135.25,2024-12-29
P000848,I006985,Travel,469.29,GBP,596.0,2024-06-12
P000849,I002697,Travel,254.82,CAD,188.57,2024-10-25
P000850,I011268,Meals,139.17,MXN,8.07,2024-10-27
P000851,I005788,Meals,57.23,GBP,72.68,2024-12-23
P000852,I001164,Lodging,829.59,BRL,165.92,2025-03-22
P000853,I001370,Venue/AV,2665.82,JPY,17.86,2023-12-29
P000854,I006233,Meals,143.27,BRL,28.65,2025-05-14
P000855,I003251,Travel,356.58,CAD,263.87,2025-06-14
P000856,I005031,Lodging,1028.48,USD,1028.48,2025-05-11
P000857,I000749,Venue/AV,4028.38,MXN,233.65,2024-04-15
P000858,I005351,Honoraria,2947.21,MXN,170.94,2024-06-19
P000859,I006392,Meals,40.86,EUR,44.54,2025-07-14
P000860,I003295,Meals,94.14,GBP,119.56,2024-10-16
P000861,I008033,Meals,26.14,BRL,5.23,2024-08-28
P000862,I002742,Meals,109.57,JPY,0.73,2024-02-22
P000863,I003967,Travel,621.6,INR,7.46,2025-01-28
P000864,I001096,Meals,186.4,BRL,37.28,2024-10-13
P000865,I000548,Meals,129.72,CAD,95.99,2024-12-11
P000866,I001575,Travel,209.02,USD,209.02,2024-07-21
P000867,I004771,Meals,210.74,USD,210.74,2025-05-16
P000868,I000847,Meals,163.87,EUR,178.62,2025-04-28
P000869,I002227,Honoraria,708.66,USD,708.66,2025-06-21
P000870,I001596,Honoraria,1096.29,INR,13.16,2024-11-25
P000871,I000245,Travel,106.56,JPY,0.71,2024-06-28
P000872,I005962,Venue/AV,3492.03,GBP,4434.88,2024-02-25
P000873,I006924,Meals,42.35,CAD,31.34,2024-02-11
P000874,I000651,Travel,269.66,USD,269.66,2024-08-20
P000875,I003722,Meals,48.85,BRL,9.77,2024-07-27
P000876,I002262,Travel,245.17,EUR,267.24,2024-11-29
P000877,I000562,Travel,256.12,MXN,14.85,2025-04-21
